PIT_NAME       ,IOP  ,DATE      ,TIME,  UTME,   UTMN, TYPE, TOP, BOT,    DNS_A,    DNS_B,       DNS_AVG,QC                                      
fssp03         ,iop3 ,2003-02-20,1315,425374,4419884,    C,  64,  54,      191,      190,         190.5,"QC(000)                                 "
fssp03         ,iop3 ,2003-02-20,1315,425374,4419884,    C,  54,  44,      243,      226,         234.5,"QC(000)                                 "
fssp03         ,iop3 ,2003-02-20,1315,425374,4419884,    C,  44,  34,      236,      243,         239.5,"QC(000)                                 "
fssp03         ,iop3 ,2003-02-20,1315,425374,4419884,    C,  34,  24,      230,      234,         232.0,"QC(000)                                 "
fssp03         ,iop3 ,2003-02-20,1315,425374,4419884,    C,  24,  14,      259,      249,         254.0,"QC(000)                                 "
fssp03         ,iop3 ,2003-02-20,1315,425374,4419884,    C,  14,   4,      279,      292,         285.5,"QC(000)                                 "
fssp03         ,iop3 ,2003-02-20,1315,425374,4419884,    C,   4,   0,      279,      292,         285.5,"QC(001)                                 "
fssp04         ,iop3 ,2003-02-20,1117,425365,4420305,    C,  56,  46,      166,      172,         169.0,"QC(000)                                 "
fssp04         ,iop3 ,2003-02-20,1117,425365,4420305,    C,  46,  36,      268,      214,         241.0,"QC(000)                                 "
fssp04         ,iop3 ,2003-02-20,1117,425365,4420305,    C,  36,  26,      261,      231,         246.0,"QC(000)                                 "
fssp04         ,iop3 ,2003-02-20,1117,425365,4420305,    C,  26,  16,      256,      245,         250.5,"QC(000)                                 "
fssp04         ,iop3 ,2003-02-20,1117,425365,4420305,    C,  16,   6,      257,      273,         265.0,"QC(000)                                 "
fssp04         ,iop3 ,2003-02-20,1117,425365,4420305,    C,   6,   0,      257,      273,         265.0,"QC(001)                                 "
fssp05         ,iop3 ,2003-02-20,0922,425591,4420277,    C,  53,  43,      213,      172,         192.5,"QC(000)                                 "
fssp05         ,iop3 ,2003-02-20,0922,425591,4420277,    C,  43,  33,      237,      220,         228.5,"QC(000)                                 "
fssp05         ,iop3 ,2003-02-20,0922,425591,4420277,    C,  33,  23,      221,      239,         230.0,"QC(000)                                 "
fssp05         ,iop3 ,2003-02-20,0922,425591,4420277,    C,  23,  13,      235,      252,         243.5,"QC(000)                                 "
fssp05         ,iop3 ,2003-02-20,0922,425591,4420277,    C,  13,   3,      265,      260,         262.5,"QC(000)                                 "
fssp05         ,iop3 ,2003-02-20,0922,425591,4420277,    C,   3,   0,      265,      260,         262.5,"QC(001)                                 "
fssp06         ,iop3 ,2003-02-20,0905,425777,4420174,    C,  48,  38,      159,      162,         160.5,"QC(000)                                 "
fssp06         ,iop3 ,2003-02-20,0905,425777,4420174,    C,  38,  28,      208,      187,         197.5,"QC(000)                                 "
fssp06         ,iop3 ,2003-02-20,0905,425777,4420174,    C,  28,  18,      190,      214,         202.0,"QC(000)                                 "
fssp06         ,iop3 ,2003-02-20,0905,425777,4420174,    C,  18,   8,      247,      256,         251.5,"QC(000)                                 "
fssp06         ,iop3 ,2003-02-20,0905,425777,4420174,    C,   8,   2,      251,     -999,         251.0,"QC(003)                                 "
fssp06         ,iop3 ,2003-02-20,0905,425777,4420174,    C,   2,   0,      251,     -999,         251.0,"QC(001)                                 "
fssp07         ,iop3 ,2003-02-20,1443,425671,4419822,    C,  61,  51,      172,      163,         167.5,"QC(000)                                 "
fssp07         ,iop3 ,2003-02-20,1443,425671,4419822,    C,  51,  41,      236,      230,         233.0,"QC(000)                                 "
fssp07         ,iop3 ,2003-02-20,1443,425671,4419822,    C,  41,  31,      273,      305,         289.0,"QC(000)                                 "
fssp07         ,iop3 ,2003-02-20,1443,425671,4419822,    C,  31,  21,      232,      227,         229.5,"QC(000)                                 "
fssp07         ,iop3 ,2003-02-20,1443,425671,4419822,    C,  21,  11,      290,      255,         272.5,"QC(000)                                 "
fssp07         ,iop3 ,2003-02-20,1443,425671,4419822,    C,  11,   1,      256,     -999,         256.0,"QC(000)                                 "
fssp07         ,iop3 ,2003-02-20,1443,425671,4419822,    C,   1,   0,      256,     -999,         256.0,"QC(001)                                 "
fssp08         ,iop3 ,2003-02-20,1451,425804,4419763,    C,  64,  54,      177,      172,         174.5,"QC(000)                                 "
fssp08         ,iop3 ,2003-02-20,1451,425804,4419763,    C,  54,  44,      219,      209,         214.0,"QC(000)                                 "
fssp08         ,iop3 ,2003-02-20,1451,425804,4419763,    C,  44,  34,      212,      216,         214.0,"QC(000)                                 "
fssp08         ,iop3 ,2003-02-20,1451,425804,4419763,    C,  34,  24,      235,      227,         231.0,"QC(000)                                 "
fssp08         ,iop3 ,2003-02-20,1451,425804,4419763,    C,  24,  14,      255,      271,         263.0,"QC(000)                                 "
fssp08         ,iop3 ,2003-02-20,1451,425804,4419763,    C,  14,   4,      302,      302,         302.0,"QC(000)                                 "
fssp08         ,iop3 ,2003-02-20,1451,425804,4419763,    C,   4,   0,      302,      302,         302.0,"QC(001)                                 "
fssp09         ,iop3 ,2003-02-20,1206,425619,4419613,    C,  78,  68,      143,      136,         139.5,"QC(000)                                 "
fssp09         ,iop3 ,2003-02-20,1206,425619,4419613,    C,  68,  58,      215,      212,         213.5,"QC(000)                                 "
fssp09         ,iop3 ,2003-02-20,1206,425619,4419613,    C,  58,  48,      245,      240,         242.5,"QC(000)                                 "
fssp09         ,iop3 ,2003-02-20,1206,425619,4419613,    C,  48,  38,      244,      231,         237.5,"QC(000)                                 "
fssp09         ,iop3 ,2003-02-20,1206,425619,4419613,    C,  38,  28,      233,      233,         233.0,"QC(000)                                 "
fssp09         ,iop3 ,2003-02-20,1206,425619,4419613,    C,  28,  18,      246,      256,         251.0,"QC(000)                                 "
fssp09         ,iop3 ,2003-02-20,1206,425619,4419613,    C,  18,   8,      285,      265,         275.0,"QC(000)                                 "
fssp09         ,iop3 ,2003-02-20,1206,425619,4419613,    C,   8,   0,      285,      265,         275.0,"QC(001)                                 "
fssp10         ,iop3 ,2003-02-20,1400,425724,4419449,    C,  68,  58,      145,      148,         146.5,"QC(000)                                 "
fssp10         ,iop3 ,2003-02-20,1400,425724,4419449,    C,  58,  48,      220,      220,         220.0,"QC(000)                                 "
fssp10         ,iop3 ,2003-02-20,1400,425724,4419449,    C,  48,  38,      233,      231,         232.0,"QC(000)                                 "
fssp10         ,iop3 ,2003-02-20,1400,425724,4419449,    C,  38,  28,      221,      209,         215.0,"QC(000)                                 "
fssp10         ,iop3 ,2003-02-20,1400,425724,4419449,    C,  28,  18,      241,      246,         243.5,"QC(000)                                 "
fssp10         ,iop3 ,2003-02-20,1400,425724,4419449,    C,  18,   8,      284,      255,         269.5,"QC(000)                                 "
fssp10         ,iop3 ,2003-02-20,1400,425724,4419449,    C,   8,   0,      284,      255,         269.5,"QC(001)                                 "
fssp11         ,iop3 ,2003-02-20,1232,425802,4419457,    C,  85,  75,      149,      141,         145.0,"QC(000)                                 "
fssp11         ,iop3 ,2003-02-20,1232,425802,4419457,    C,  75,  65,      205,      216,         210.5,"QC(000)                                 "
fssp11         ,iop3 ,2003-02-20,1232,425802,4419457,    C,  65,  55,      240,      246,         243.0,"QC(000)                                 "
fssp11         ,iop3 ,2003-02-20,1232,425802,4419457,    C,  55,  45,      241,      236,         238.5,"QC(000)                                 "
fssp11         ,iop3 ,2003-02-20,1232,425802,4419457,    C,  45,  35,      229,      232,         230.5,"QC(000)                                 "
fssp11         ,iop3 ,2003-02-20,1232,425802,4419457,    C,  35,  25,      252,      263,         257.5,"QC(000)                                 "
fssp11         ,iop3 ,2003-02-20,1232,425802,4419457,    C,  25,  15,      273,      278,         275.5,"QC(000)                                 "
fssp11         ,iop3 ,2003-02-20,1232,425802,4419457,    C,  15,   5,      295,      306,         300.5,"QC(000)                                 "
fssp11         ,iop3 ,2003-02-20,1232,425802,4419457,    C,   5,   0,      295,      306,         300.5,"QC(001)                                 "
fssp12         ,iop3 ,2003-02-20,1045,426011,4419313,    C,  54,  44,      175,      168,         171.5,"QC(000)                                 "
fssp12         ,iop3 ,2003-02-20,1045,426011,4419313,    C,  44,  34,      219,      214,         216.5,"QC(000)                                 "
fssp12         ,iop3 ,2003-02-20,1045,426011,4419313,    C,  34,  24,      216,      200,         208.0,"QC(000)                                 "
fssp12         ,iop3 ,2003-02-20,1045,426011,4419313,    C,  24,  14,      249,      235,         242.0,"QC(000)                                 "
fssp12         ,iop3 ,2003-02-20,1045,426011,4419313,    C,  14,   4,      255,      246,         250.5,"QC(000)                                 "
fssp12         ,iop3 ,2003-02-20,1045,426011,4419313,    C,   4,   0,      255,      246,         250.5,"QC(001)                                 "
fssp13         ,iop3 ,2003-02-20,0903,426129,4419768,    C,  64,  54,      172,      179,         175.5,"QC(000)                                 "
fssp13         ,iop3 ,2003-02-20,0903,426129,4419768,    C,  54,  44,      252,      238,         245.0,"QC(000)                                 "
fssp13         ,iop3 ,2003-02-20,0903,426129,4419768,    C,  44,  34,      217,      214,         215.5,"QC(000)                                 "
fssp13         ,iop3 ,2003-02-20,0903,426129,4419768,    C,  34,  24,      252,      241,         246.5,"QC(000)                                 "
fssp13         ,iop3 ,2003-02-20,0903,426129,4419768,    C,  24,  14,      254,      266,         260.0,"QC(000)                                 "
fssp13         ,iop3 ,2003-02-20,0903,426129,4419768,    C,  14,   4,      255,      256,         255.5,"QC(000)                                 "
fssp13         ,iop3 ,2003-02-20,0903,426129,4419768,    C,   4,   0,      255,      256,         255.5,"QC(001)                                 "
fssp14         ,iop3 ,2003-02-20,1037,425929,4419926,    C,  52,  42,      160,      163,         161.5,"QC(000)                                 "
fssp14         ,iop3 ,2003-02-20,1037,425929,4419926,    C,  42,  32,      196,      211,         203.5,"QC(000)                                 "
fssp14         ,iop3 ,2003-02-20,1037,425929,4419926,    C,  32,  22,      253,      221,         237.0,"QC(000)                                 "
fssp14         ,iop3 ,2003-02-20,1037,425929,4419926,    C,  22,  12,      220,      230,         225.0,"QC(000)                                 "
fssp14         ,iop3 ,2003-02-20,1037,425929,4419926,    C,  12,   2,      201,     -999,         201.0,"QC(000)                                 "
fssp14         ,iop3 ,2003-02-20,1037,425929,4419926,    C,   2,   0,      201,     -999,         201.0,"QC(001)                                 "
fssp15         ,iop3 ,2003-02-20,1227,426124,4420119,    C,  70,  60,      153,      155,         154.0,"QC(000)                                 "
fssp15         ,iop3 ,2003-02-20,1227,426124,4420119,    C,  60,  50,      196,      206,         201.0,"QC(000)                                 "
fssp15         ,iop3 ,2003-02-20,1227,426124,4420119,    C,  50,  40,      226,      217,         221.5,"QC(000)                                 "
fssp15         ,iop3 ,2003-02-20,1227,426124,4420119,    C,  40,  30,      199,      206,         202.5,"QC(000)                                 "
fssp15         ,iop3 ,2003-02-20,1227,426124,4420119,    C,  30,  20,      230,      222,         226.0,"QC(000)                                 "
fssp15         ,iop3 ,2003-02-20,1227,426124,4420119,    C,  20,  10,      235,      246,         240.5,"QC(000)                                 "
fssp15         ,iop3 ,2003-02-20,1227,426124,4420119,    C,  10,   2,     -999,      274,         274.0,"QC(003)                                 "
fssp15         ,iop3 ,2003-02-20,1227,426124,4420119,    C,   2,   1,      291,     -999,         291.0,"QC(003)                                 "
fssp15         ,iop3 ,2003-02-20,1227,426124,4420119,    C,   1,   0,      291,     -999,         291.0,"QC(001)                                 "
fssp16         ,iop3 ,2003-02-20,1345,426236,4420056,    C,  67,  57,      153,      152,         152.5,"QC(000)                                 "
fssp16         ,iop3 ,2003-02-20,1345,426236,4420056,    C,  57,  47,      215,      232,         223.5,"QC(000)                                 "
fssp16         ,iop3 ,2003-02-20,1345,426236,4420056,    C,  47,  37,      227,      230,         228.5,"QC(000)                                 "
fssp16         ,iop3 ,2003-02-20,1345,426236,4420056,    C,  37,  27,      213,      215,         214.0,"QC(000)                                 "
fssp16         ,iop3 ,2003-02-20,1345,426236,4420056,    C,  27,  17,      236,      236,         236.0,"QC(000)                                 "
fssp16         ,iop3 ,2003-02-20,1345,426236,4420056,    C,  17,   7,      265,      275,         270.0,"QC(000)                                 "
fssp16         ,iop3 ,2003-02-20,1345,426236,4420056,    C,   7,   1,      287,      284,         285.5,"QC(003)                                 "
fssp16         ,iop3 ,2003-02-20,1345,426236,4420056,    C,   1,   0,      287,      284,         285.5,"QC(001)                                 "
nisp01         ,iop3 ,2003-02-21,1045,393584,4505245,    T,   3,   0,      126,     -999,         126.0,"QC(000)                                 "
nisp01         ,iop3 ,2003-02-21,1045,393584,4505245,    T,   4,   0,      123,     -999,         123.0,"QC(000)                                 "
nisp01         ,iop3 ,2003-02-21,1045,393584,4505245,    T,   4,   0,      123,     -999,         123.0,"QC(000)                                 "
nisp02         ,iop3 ,2003-02-21,1105,393639,4505625,    T,   7,   0,      211,     -999,         211.0,"QC(000)                                 "
nisp02         ,iop3 ,2003-02-21,1105,393639,4505625,    T,   9,   0,      244,     -999,         244.0,"QC(000)                                 "
nisp02         ,iop3 ,2003-02-21,1105,393639,4505625,    T,   8,   0,      199,     -999,         199.0,"QC(000)                                 "
nisp03         ,iop3 ,2003-02-21,0935,393625,4505785,    T,  11,   0,      196,     -999,         196.0,"QC(000)                                 "
nisp03         ,iop3 ,2003-02-21,0935,393625,4505785,    T,  12,   0,      164,     -999,         164.0,"QC(000)                                 "
nisp03         ,iop3 ,2003-02-21,0935,393625,4505785,    T,  11,   0,      193,     -999,         193.0,"QC(000)                                 "
nisp05         ,iop3 ,2003-02-21,1025,393842,4506178,    T,  16,   0,      229,     -999,         229.0,"QC(000)                                 "
nisp05         ,iop3 ,2003-02-21,1025,393842,4506178,    T,  15,   0,      207,     -999,         207.0,"QC(000)                                 "
nisp05         ,iop3 ,2003-02-21,1025,393842,4506178,    T,  13,   0,      271,     -999,         271.0,"QC(000)                                 "
nisp07         ,iop3 ,2003-02-21,0850,393922,4505723,    T,   5,   0,      151,     -999,         151.0,"QC(000)                                 "
nisp07         ,iop3 ,2003-02-21,0850,393922,4505723,    T,   5,   0,      167,     -999,         167.0,"QC(000)                                 "
nisp07         ,iop3 ,2003-02-21,0850,393922,4505723,    T,   6,   0,      177,     -999,         177.0,"QC(000)                                 "
nisp08         ,iop3 ,2003-02-21,1210,394055,4505664,    T,   7,   0,      222,     -999,         222.0,"QC(000)                                 "
nisp08         ,iop3 ,2003-02-21,1210,394055,4505664,    T,   9,   0,      240,     -999,         240.0,"QC(000)                                 "
nisp08         ,iop3 ,2003-02-21,1210,394055,4505664,    T,   9,   0,      231,     -999,         231.0,"QC(000)                                 "
nisp10         ,iop3 ,2003-02-21,1005,393975,4505350,    T,   6,   0,      233,     -999,         233.0,"QC(000)                                 "
nisp10         ,iop3 ,2003-02-21,1005,393975,4505350,    T,   6,   0,      183,     -999,         183.0,"QC(000)                                 "
nisp10         ,iop3 ,2003-02-21,1005,393975,4505350,    T,   6,   0,      170,     -999,         170.0,"QC(000)                                 "
nisp11         ,iop3 ,2003-02-21,0945,394053,4505358,    T,  13,   0,      274,     -999,         274.0,"QC(000)                                 "
nisp11         ,iop3 ,2003-02-21,0945,394053,4505358,    T,  12,   0,      262,     -999,         262.0,"QC(000)                                 "
nisp11         ,iop3 ,2003-02-21,0945,394053,4505358,    T,  13,   0,      265,     -999,         265.0,"QC(000)                                 "
nisp12         ,iop3 ,2003-02-21,0915,394262,4505214,    T,  14,   0,      273,     -999,         273.0,"QC(000)                                 "
nisp12         ,iop3 ,2003-02-21,0915,394262,4505214,    T,  14,   0,      260,     -999,         260.0,"QC(000)                                 "
nisp12         ,iop3 ,2003-02-21,0915,394262,4505214,    T,  14,   0,      292,     -999,         292.0,"QC(000)                                 "
nisp13         ,iop3 ,2003-02-21,0845,394380,4505669,    T,  16,   0,      251,     -999,         251.0,"QC(000)                                 "
nisp13         ,iop3 ,2003-02-21,0845,394380,4505669,    T,  17,   0,      269,     -999,         269.0,"QC(000)                                 "
nisp13         ,iop3 ,2003-02-21,0845,394380,4505669,    T,  16,   0,      258,     -999,         258.0,"QC(000)                                 "
nisp15         ,iop3 ,2003-02-21,1145,394375,4506020,    T,  15,   0,      235,     -999,         235.0,"QC(000)                                 "
nisp15         ,iop3 ,2003-02-21,1145,394375,4506020,    T,  15,   0,      273,     -999,         273.0,"QC(000)                                 "
nisp15         ,iop3 ,2003-02-21,1145,394375,4506020,    T,  16,   0,      282,     -999,         282.0,"QC(000)                                 "
nisp16         ,iop3 ,2003-02-21,1210,394487,4505957,    T,  14,   0,      262,     -999,         262.0,"QC(000)                                 "
nisp16         ,iop3 ,2003-02-21,1210,394487,4505957,    T,  15,   0,      255,     -999,         255.0,"QC(000)                                 "
nisp16         ,iop3 ,2003-02-21,1210,394487,4505957,    T,  17,   0,      289,     -999,         289.0,"QC(000)                                 "
nmsp01         ,iop3 ,2003-02-21,1130,399574,4499575,    T,  10,   0,      208,     -999,         208.0,"QC(000)                                 "
nmsp01         ,iop3 ,2003-02-21,1130,399574,4499575,    T,   7,   0,      173,     -999,         173.0,"QC(000)                                 "
nmsp01         ,iop3 ,2003-02-21,1130,399574,4499575,    T, 8.5,   0,      156,     -999,         156.0,"QC(000)                                 "
nmsp02         ,iop3 ,2003-02-21,1042,399629,4499955,    C,  20,  10,      208,     -999,         208.0,"QC(000)                                 "
nmsp02         ,iop3 ,2003-02-21,1042,399629,4499955,    C,  10,   3,      338,     -999,         338.0,"QC(003)                                 "
nmsp02         ,iop3 ,2003-02-21,1042,399629,4499955,    C,   3,   0,      338,     -999,         338.0,"QC(001)                                 "
nmsp03         ,iop3 ,2003-02-21,1003,399615,4500115,    T,   6,   0,       95,     -999,          95.0,"QC(000)                                 "
nmsp03         ,iop3 ,2003-02-21,1003,399615,4500115,    T,   6,   0,      101,     -999,         101.0,"QC(000)                                 "
nmsp03         ,iop3 ,2003-02-21,1003,399615,4500115,    T,   6,   0,      101,     -999,         101.0,"QC(000)                                 "
nmsp04         ,iop3 ,2003-02-21,1030,399606,4500536,    T,   7,   0,      124,     -999,         124.0,"QC(000)                                 "
nmsp04         ,iop3 ,2003-02-21,1030,399606,4500536,    T,   8,   0,      114,     -999,         114.0,"QC(000)                                 "
nmsp04         ,iop3 ,2003-02-21,1030,399606,4500536,    T,   8,   0,      123,     -999,         123.0,"QC(000)                                 "
nmsp05         ,iop3 ,2003-02-21,1103,399832,4500508,    C,  21,  11,      218,      214,         216.0,"QC(000)                                 "
nmsp05         ,iop3 ,2003-02-21,1103,399832,4500508,    C,  11,   5,      261,      297,         279.0,"QC(003)                                 "
nmsp05         ,iop3 ,2003-02-21,1103,399832,4500508,    C,   5,   0,      261,      297,         279.0,"QC(001)                                 "
nmsp06         ,iop3 ,2003-02-21,1144,400018,4500405,    T,   6,   0,      132,     -999,         132.0,"QC(000)                                 "
nmsp06         ,iop3 ,2003-02-21,1144,400018,4500405,    T,   6,   0,      126,     -999,         126.0,"QC(000)                                 "
nmsp06         ,iop3 ,2003-02-21,1144,400018,4500405,    T,   6,   0,      126,     -999,         126.0,"QC(000)                                 "
nmsp07         ,iop3 ,2003-02-21,0911,399912,4500053,    T,   7,   0,      119,     -999,         119.0,"QC(000)                                 "
nmsp07         ,iop3 ,2003-02-21,0911,399912,4500053,    T,   7,   0,      124,     -999,         124.0,"QC(000)                                 "
nmsp07         ,iop3 ,2003-02-21,0911,399912,4500053,    T,   8,   0,      123,     -999,         123.0,"QC(000)                                 "
nmsp08         ,iop3 ,2003-02-21,0950,400045,4499994,    C,  32,  22,      219,      221,         220.0,"QC(000)                                 "
nmsp08         ,iop3 ,2003-02-21,0950,400045,4499994,    C,  22,  12,      217,      206,         211.5,"QC(000)                                 "
nmsp08         ,iop3 ,2003-02-21,0950,400045,4499994,    C,  12,   2,      217,      206,         211.5,"QC(001)                                 "
nmsp08         ,iop3 ,2003-02-21,0950,400045,4499994,    C,   2,   0,      217,      206,         211.5,"QC(001)                                 "
nmsp09         ,iop3 ,2003-02-21,1220,399860,4499844,    T,   7,   0,      200,     -999,         200.0,"QC(000)                                 "
nmsp09         ,iop3 ,2003-02-21,1220,399860,4499844,    T,   6,   0,      189,     -999,         189.0,"QC(000)                                 "
nmsp09         ,iop3 ,2003-02-21,1220,399860,4499844,    T,   7,   0,      189,     -999,         189.0,"QC(000)                                 "
nmsp10         ,iop3 ,2003-02-21,1410,399965,4499680,    T,   3,   0,      202,     -999,         202.0,"QC(000)                                 "
nmsp10         ,iop3 ,2003-02-21,1410,399965,4499680,    T,   4,   0,      170,     -999,         170.0,"QC(000)                                 "
nmsp10         ,iop3 ,2003-02-21,1410,399965,4499680,    T,   3,   0,      177,     -999,         177.0,"QC(000)                                 "
nmsp11         ,iop3 ,2003-02-21,1345,400043,4499688,    T,   6,   0,      151,     -999,         151.0,"QC(000)                                 "
nmsp11         ,iop3 ,2003-02-21,1345,400043,4499688,    T, 5.5,   0,      158,     -999,         158.0,"QC(000)                                 "
nmsp11         ,iop3 ,2003-02-21,1345,400043,4499688,    T,   6,   0,      170,     -999,         170.0,"QC(000)                                 "
nmsp12         ,iop3 ,2003-02-21,1440,400252,4499544,    T,   4,   0,      161,     -999,         161.0,"QC(000)                                 "
nmsp12         ,iop3 ,2003-02-21,1440,400252,4499544,    T,   6,   0,      126,     -999,         126.0,"QC(000)                                 "
nmsp12         ,iop3 ,2003-02-21,1440,400252,4499544,    T, 5.5,   0,      151,     -999,         151.0,"QC(000)                                 "
nmsp13         ,iop3 ,2003-02-21,0905,400370,4499999,    C,  25,  15,      211,      216,         213.5,"QC(000)                                 "
nmsp13         ,iop3 ,2003-02-21,0905,400370,4499999,    C,  15,   5,      274,      310,         292.0,"QC(000)                                 "
nmsp13         ,iop3 ,2003-02-21,0905,400370,4499999,    C,   5,   0,      274,      310,         292.0,"QC(001)                                 "
nmsp14         ,iop3 ,2003-02-21,1212,400170,4500157,    T,   3,   0,      126,     -999,         126.0,"QC(000)                                 "
nmsp14         ,iop3 ,2003-02-21,1212,400170,4500157,    T,   3,   0,      114,     -999,         114.0,"QC(000)                                 "
nmsp14         ,iop3 ,2003-02-21,1212,400170,4500157,    T,   3,   0,      126,     -999,         126.0,"QC(000)                                 "
nmsp15         ,iop3 ,2003-02-21,1332,400365,4500350,    C,  16,   6,      202,      222,         212.0,"QC(000)                                 "
nmsp15         ,iop3 ,2003-02-21,1332,400365,4500350,    C,   6,   0,      202,      222,         212.0,"QC(001)                                 "
nmsp16         ,iop3 ,2003-02-21,1412,400477,4500287,    C,  23,  13,      200,      219,         209.5,"QC(000)                                 "
nmsp16         ,iop3 ,2003-02-21,1412,400477,4500287,    C,  13,   3,      295,      290,         292.5,"QC(000)                                 "
nmsp16         ,iop3 ,2003-02-21,1412,400477,4500287,    C,   3,   0,      295,      290,         292.5,"QC(001)                                 "
npsp01         ,iop3 ,2003-02-21,1352,387733,4502245,    T,16.5,   0,      360,     -999,         360.0,"QC(000)                                 "
npsp01         ,iop3 ,2003-02-21,1352,387733,4502245,    T,  17,   0,      376,     -999,         376.0,"QC(000)                                 "
npsp01         ,iop3 ,2003-02-21,1352,387733,4502245,    T,  12,   0,      378,     -999,         378.0,"QC(000)                                 "
npsp03         ,iop3 ,2003-02-21,1025,387774,4502785,    T,   4,   0,      180,     -999,         180.0,"QC(000)                                 "
npsp03         ,iop3 ,2003-02-21,1025,387774,4502785,    T,   4,   0,      208,     -999,         208.0,"QC(000)                                 "
npsp03         ,iop3 ,2003-02-21,1025,387774,4502785,    T,   4,   0,      189,     -999,         189.0,"QC(000)                                 "
npsp04         ,iop3 ,2003-02-21,0945,387765,4503206,    T,   6,   0,      202,     -999,         202.0,"QC(000)                                 "
npsp04         ,iop3 ,2003-02-21,0945,387765,4503206,    T,   6,   0,      177,     -999,         177.0,"QC(000)                                 "
npsp04         ,iop3 ,2003-02-21,0945,387765,4503206,    T,   4,   0,      142,     -999,         142.0,"QC(000)                                 "
npsp05         ,iop3 ,2003-02-21,0915,387991,4503178,    T,   0,   0,        0,     -999,           0.0,"QC(105)                                 "
npsp05         ,iop3 ,2003-02-21,0915,387991,4503178,    T,   0,   0,        0,     -999,           0.0,"QC(105)                                 "
npsp05         ,iop3 ,2003-02-21,0915,387991,4503178,    T,   0,   0,        0,     -999,           0.0,"QC(105)                                 "
npsp06         ,iop3 ,2003-02-21,1351,388177,4503075,    T,  12,   0,      322,     -999,         322.0,"QC(000)                                 "
npsp06         ,iop3 ,2003-02-21,1351,388177,4503075,    T,  13,   0,      183,     -999,         183.0,"QC(000)                                 "
npsp06         ,iop3 ,2003-02-21,1351,388177,4503075,    T,  15,   0,      199,     -999,         199.0,"QC(000)                                 "
npsp07         ,iop3 ,2003-02-21,1053,388071,4502723,    T,   8,   0,      255,     -999,         255.0,"QC(000)                                 "
npsp07         ,iop3 ,2003-02-21,1053,388071,4502723,    T,   9,   0,      231,     -999,         231.0,"QC(000)                                 "
npsp07         ,iop3 ,2003-02-21,1053,388071,4502723,    T,   7,   0,      238,     -999,         238.0,"QC(000)                                 "
npsp08         ,iop3 ,2003-02-21,1146,388204,4502664,    T,   5,   0,      129,     -999,         129.0,"QC(000)                                 "
npsp08         ,iop3 ,2003-02-21,1146,388204,4502664,    T,   4,   0,      114,     -999,         114.0,"QC(000)                                 "
npsp08         ,iop3 ,2003-02-21,1146,388204,4502664,    T,   4,   0,       57,     -999,          57.0,"QC(000)                                 "
npsp10         ,iop3 ,2003-02-21,1305,388124,4502350,    T,   7,   0,      362,     -999,         362.0,"QC(000)                                 "
npsp10         ,iop3 ,2003-02-21,1305,388124,4502350,    T,  11,   0,      217,     -999,         217.0,"QC(000)                                 "
npsp10         ,iop3 ,2003-02-21,1305,388124,4502350,    T,   8,   0,      251,     -999,         251.0,"QC(000)                                 "
npsp11         ,iop3 ,2003-02-21,1000,388202,4502358,    T,  10,   0,      189,     -999,         189.0,"QC(000)                                 "
npsp11         ,iop3 ,2003-02-21,1000,388202,4502358,    T,   9,   0,      172,     -999,         172.0,"QC(000)                                 "
npsp11         ,iop3 ,2003-02-21,1000,388202,4502358,    T,   9,   0,      252,     -999,         252.0,"QC(000)                                 "
npsp12         ,iop3 ,2003-02-21,0900,388411,4502214,    T,   4,   0,       95,     -999,          95.0,"QC(000)                                 "
npsp12         ,iop3 ,2003-02-21,0900,388411,4502214,    T,   3,   0,      164,     -999,         164.0,"QC(000)                                 "
npsp12         ,iop3 ,2003-02-21,0900,388411,4502214,    T,   3,   0,       63,     -999,          63.0,"QC(000)                                 "
npsp13         ,iop3 ,2003-02-21,1102,388529,4502669,    T,   3,   0,      114,     -999,         114.0,"QC(000)                                 "
npsp13         ,iop3 ,2003-02-21,1102,388529,4502669,    T,   2,   0,       76,     -999,          76.0,"QC(000)                                 "
npsp13         ,iop3 ,2003-02-21,1102,388529,4502669,    T,   2,   0,      151,     -999,         151.0,"QC(000)                                 "
npsp14         ,iop3 ,2003-02-21,1227,388329,4502827,    T,   7,   0,      195,     -999,         195.0,"QC(000)                                 "
npsp14         ,iop3 ,2003-02-21,1227,388329,4502827,    T,  10,   0,      220,     -999,         220.0,"QC(000)                                 "
npsp14         ,iop3 ,2003-02-21,1227,388329,4502827,    T,  10,   0,      231,     -999,         231.0,"QC(000)                                 "
npsp15         ,iop3 ,2003-02-21,1427,388524,4503020,    T,   0,   0,        0,     -999,           0.0,"QC(105)                                 "
npsp16         ,iop3 ,2003-02-21,1448,388636,4502957,    T,   0,   0,        0,     -999,           0.0,"QC(105)                                 "
rbsp05         ,iop3 ,2003-02-25,1054,357414,4488859,    C, 270, 260,       71,       64,          67.5,"QC(000)                                 "
rbsp05         ,iop3 ,2003-02-25,1054,357414,4488859,    C, 260, 250,       76,       75,          75.5,"QC(000)                                 "
rbsp05         ,iop3 ,2003-02-25,1054,357414,4488859,    C, 250, 240,       86,       88,          87.0,"QC(000)                                 "
rbsp05         ,iop3 ,2003-02-25,1054,357414,4488859,    C, 240, 230,       93,      109,         101.0,"QC(000)                                 "
